vinzha	vinči	Afcfsn	1
tobe	tï	Pp2-sd--n-n	2
tabe	tï	Pp2-sd--n-n	2
ti	tï	Pp2-sd--y-n	1
te	tï	Pp2-sg--y-n	1
taêbô	tï	Pp2-si--n-n	1
tí	tï	Pp2-sn--n-n	2
ti	tï	Pp2-sn--n-n	2
ti	tï	Pp2-sn--y-n	1
njima	un	Pp3-dd--n-n	1
jima	un	Pp3-dd--y-n	1
njima	un	Pp3-di--n-n	1
gne	un	Pp3-pa--b-n	1
je	un	Pp3-pa--y-n	2
ih	un	Pp3-pa--y-n	2
gnín	un	Pp3-pd--n-n	1
in	un	Pp3-pd--y-n	2
im	un	Pp3-pd--y-n	2
j́i	un	Pp3-pg--y-n	1
njïmi	un	Pp3-pi--n-n	3
njimi	un	Pp3-pi--n-n	3
gnimi	un	Pp3-pi--n-n	3
onè	un	Pp3fpn--n-n	1
ni	un	Pp3fpn--y-n	2
ne	un	Pp3fpn--y-n	2
jo	un	Pp3fsa--y-n	3
ió	un	Pp3fsa--y-n	3
io	un	Pp3fsa--y-n	3
gniei	un	Pp3fsd--n-n	1
ji	un	Pp3fsd--y-n	1
je	un	Pp3fsg--y-n	1
gniei	un	Pp3fsl--n-n	1
Onà	un	Pp3fsn--n-n	1
Na	un	Pp3fsn--y-n	2
na	un	Pp3fsn--y-n	2
onadva	un	Pp3mdn--n-n	2
ona_dua	un	Pp3mdn--n-n	2
na	un	Pp3mdn--y-n	1
Ni	un	Pp3mpn--y-n	2
ni	un	Pp3mpn--y-n	2
gnega	un	Pp3msa--b-n-y	1
gnega	un	Pp3msa--n-n-y	2
gnagá	un	Pp3msa--n-n-y	2
j́i	un	Pp3msa--y-n-n	2
je	un	Pp3msa--y-n-n	2
ha	un	Pp3msa--y-n-y	2
ga	un	Pp3msa--y-n-y	2
gnimu	un	Pp3msd--n-n	1
mu	un	Pp3msd--y-n	1
njeha	un	Pp3msg--n-n	2
g_nagn	un	Pp3msg--n-n	2
ha	un	Pp3msg--y-n	1
njemu	un	Pp3msl--n-n	2
gnemu	un	Pp3msl--n-n	2
uun	un	Pp3msn--n-n	3
uon	un	Pp3msn--n-n	3
Un	un	Pp3msn--n-n	3
’n	un	Pp3msn--y-n	3
a	un	Pp3msn--y-n	3
an	un	Pp3msn--y-n	3
ga	un	Pp3nsa--y-n-y	1
to	to	Pp3nsn--y-n	1
ko	koj	Pq---a----n	3
Coj	koj	Pq---a----n	3
coga	du	Pq---a----n	3
koj	koj	Pq---n----n	2
Du	du	Pq---n----n	2
chire	kiri	Pq-fpn----n	1
chirj	kiri	Pq-fsl----a	1
Kíra	kiri	Pq-fsn----a	1
chira	kiri	Pq-fsn----n	1
Kaki	kak	Pq-mpn----n	2
Chiri	kiri	Pq-mpn----n	2
Kíri	kiri	Pq-msn----n	1
kir	kir	Pr--------n	3
ke	ka	Pr--------n	3
ch’	ka	Pr--------n	3
koja	koji	Pr-fsn----a	1
naju	naju	Ps1---d---a	1
nasho	näš	Ps1fsap---a	1
mo	möj	Ps1fsas---a	1
mej	möj	Ps1fsds---a	1
naszey	näš	Ps1fsgp---a	2
nashe	näš	Ps1fsgp---a	2
me	möj	Ps1fsgs---a	1
nasha	näš	Ps1fsnp---a	1
Ma	möj	Ps1fsns---a	2
ma	möj	Ps1fsns---a	2
nasze	näš	Ps1mpap---a	3
náshe	näš	Ps1mpap---a	3
nashe	näš	Ps1mpap---a	3
Naszy	näš	Ps1mpdp---a	2
nashin	näš	Ps1mpdp---a	2
nasih	näš	Ps1mpgp---a	1
naših	näš	Ps1mpgp---n	1
memi	möj	Ps1mpis---a	1
naši	näš	Ps1mpnp---a	2
nasi	näš	Ps1mpnp---a	2
muij	möj	Ps1mpns---a	2
moi	muj	Ps1mpns---a	2
nasz	näš	Ps1msap---a-n	2
nash	näš	Ps1msap---a-n	2
naszaha	näš	Ps1msap---a-y	2
nashaha	näš	Ps1msap---a-y	2
miha	möj	Ps1msas---a-y	1
mimu	möj	Ps1msds---a	1
nassega	näš	Ps1msgp---a	2
nashaha	näš	Ps1msgp---a	2
miga	möj	Ps1msgs---a	1
nasz	näš	Ps1msnp---a	3
nash	näš	Ps1msnp---a	3
nas’h	näš	Ps1msnp---a	3
moj	möj	Ps1msns---a	2
moi	möj	Ps1msns---a	2
mo	möj	Ps1nsas---a-n	1
mo	möj	Ps1nsns---a	1
mó	möj	Ps1nsns---n	1
uvasho	wäš	Ps2fsip---a	1
uvaſsi	wäš	Ps2fslp---a	1
wasza	wäš	Ps2fsnp---a	2
uvasha	wäš	Ps2fsnp---a	2
uvashin	wäš	Ps2mpdp---a	1
tvíga	twöj	Ps2msas---a-y	2
tiviga	twöj	Ps2msas---a-y	2
waszaha	wäš	Ps2msgp---a	2
uvashaha	wäš	Ps2msgp---a	2
vaš	wäš	Ps2msnp---a	2
uas	wäš	Ps2msnp---a	2
tuvoi	twöj	Ps2msns---a	3
tuói	twöj	Ps2msns---a	3
tuoi	twöj	Ps2msns---a	3
uvashe	wäš	Ps2npap---a	2
uase	wäš	Ps2npap---a	2
trivin	twöj	Ps2nsis---a	1
wasze	wäš	Ps2nsnp---a	3
uvashe	wäš	Ps2nsnp---a	3
uase	wäš	Ps2nsnp---a	3
tuö	twöj	Ps2nsns---n	1
nju	njü	Ps3---d---a	1
gnih	njeh	Ps3---p---a	1
Njì	nji	Ps3---sf--a	3
nji	nji	Ps3---sf--a	3
gni	nji	Ps3---sf--a	3
njeha	njagä	Ps3---sm--a	3
njà	njagä	Ps3---sm--a	3
njagä	njagä	Ps3---sm--a	3
si	si	Px------y	2
se	se	Px------y	2
sebe	sabe	Px---a--npn	1
si	sabe	Px---d--ypn	1
sabò	se	Px---i--npn	1
sve	swöj	Px-mpa---sa	1
nikar	nikar	Pz---a----n	2
nicar	nikar	Pz---a----n	2
ni_kógor	nišći	Pz---g----n	1
nisgi	nišći	Pz---n----n	3
nisçhí	nišći	Pz---n----n	3
nikar	nikar	Pz---n----n	3
ninega	nidan	Pz-msg----n	1
ninega	nidan	Pz-nsg----a	1
pa	pa	Q	3
ni	ni	Q	3
dret	drët	Q	3
vec	već	Rgc	3
vagh	već	Rgc	3
bo	bö	Rgc	3
itu	ito	Rgp	3
dolu	dölu	Rgp	3
damuw	damu	Rgp	3
nejveć	najveć	Rgs	2
nej_već	najveć	Rgs	2
tou	tuw	Spc	3
tàpot	tapod	Spc	3
ta_pod	tapod	Spc	3
tau	tuw	Spca	2
tana	tana	Spca	2
ta	tah	Spcd	3
taper	tapar	Spcd	3
ta_h	tah	Spcd	3
taprit	taprid	Spcg	3
ses_med	zizmid	Spcg	3
sauvojo	zawojo	Spcg	3
tapod	tapod	Spci	3
ta-mi	tamid	Spci	3
ta_mej	tami	Spci	3
Tuw	tuw	Spcl	3
tuv	tuw	Spcl	3
tau	tuw	Spcl	3
Za	za	Sps	3
za	za	Sps	3
dardu	dardu	Sps	3
w	w	Spsa	3
v	w	Spsa	3
na	na	Spsa	3
per	par	Spsd	2
h	h	Spsd	2
od	od	Spsg	1
zis	ziz	Spsi	3
s	z	Spsi	3
prid	prid	Spsi	3
po	po	Spsl	3
par	par	Spsl	3
na	na	Spsl	3
ot	od	Spsn	2
na	na	Spsn	2
tè	te	Tffpa	2
te	te	Tffpa	2
tih	te	Tffpg	2
te	te	Tffpg	2
temi	te	Tffpi	1
Te	te	Tffpn	2
te	te	Tffpn	2
to	te	Tffsa	1
tè	te	Tffsg	2
te	te	Tffsg	2
to	te	Tffsi	1
tì	te	Tffsl	3
ti	te	Tffsl	3
tey	te	Tffsl	3
Ta	te	Tffsn	2
ta	te	Tffsn	2
Tè	te	Tfmdn	1
tè	te	Tfmpa	2
te	te	Tfmpa	2
tin	te	Tfmpd	2
tim	te	Tfmpd	2
tih	te	Tfmpg	2
teh	te	Tfmpg	2
Ti	te	Tfmpn	2
ti	te	Tfmpn	2
te	te	Tfmsa-n	1
tomu	te	Tfmsd	1
taga	te	Tfmsg	2
itoga	te	Tfmsg	2
tin	te	Tfmsl	1
Te	te	Tfmsn	2
te	te	Tfmsn	2
te	te	Tfnpa	1
tih	te	Tfnpl	1
tö	te	Tfnsa-n	2
to	te	Tfnsa-n	2
toga	te	Tfnsa-y	1
ti	te	Tfnsl	1
no	dan	Tifsa	1
nì	dan	Tifsd	2
ni	dan	Tifsd	2
nò	dan	Tifsi	1
nì	dan	Tifsl	2
ni	dan	Tifsl	2
na	dan	Tifsn	1
na	dan	Timpa	1
dni	dan	Timpn	1
den	dan	Timsa-n	2
dan	dan	Timsa-n	2
noga	dan	Timsa-y	3
nagha	dan	Timsa-y	3
dnaha	dan	Timsa-y	3
noga	dan	Timsg	3
naha	dan	Timsg	3
naga	dan	Timsg	3
dnin	dan	Timsl	1
dan	dan	Timsn	1
ne	dan	Tinpa	1
no	dan	Tinsa-n	1
dneha	dan	Tinsg	1
bě	bet	Vaia3s--------p	2
bè	bet	Vaia3s--------p	2
bon	bet	Vaif1s--------p	2
bom	bet	Vaif1s--------p	2
bota	bet	Vaif2p--n-----pn	1
bo	bet	Vaif3s--------p	1
beše	bet	Vaii3s--------p	2
bese	bet	Vaii3s--------p	2
sowa	bet	Vaip1d--n-----p	1
tiemo	tët	Vaip1p--n-----p	2
sömö	bet	Vaip1p--n-----p	2
si	bet	Vaip1s--n-----p	2
giò	tët	Vaip1s--n-----p	2
ste	bet	Vaip2p--n-----py	1
si	bet	Vaip2s--n-----p	1
nisi	bet	Vaip2s--y-----p	1
sta	bet	Vaip3d--n-----p	1
so	bet	Vaip3p--n-----p	1
niso	bet	Vaip3p--y-----p	2
ni_so	bet	Vaip3p--y-----p	2
je	bet	Vaip3s--n-----p	1
ni	bet	Vaip3s--y-----p	1
biti	bet	Van-----------p	2
bit	bet	Van-----------p	2
bile	bet	Vaps-pfa------p	1
bili	bet	Vaps-pma------p	1
Bila	bet	Vaps-sfa------p	2
bila	bet	Vaps-sfa------p	2
byl	bet	Vaps-sma------p	2
bil	bet	Vaps-sma------p	2
bilo	bet	Vaps-sna------p	1
bodite	bet	Vasp2p--------py	2
bodete	bet	Vasp2p--------py	2
bodi	bet	Vasp3s--------p	2
Bode	bet	Vasp3s--------p	2
bé	bet	Vcia3s--------p	1
bého	bet	Vcii3p--------p	1
mese	mët	Vcii3s--------p	3
běše	bet	Vcii3s--------p	3
bese	bet	Vcii3s--------p	3
si	bet	Vcip1s--n-----p	3
se	bet	Vcip1s--n-----p	3
man	mët	Vcip1s--n-----p	3
nisi	bet	Vcip1s--y-----p	1
sta	bet	Vcip2d--n-----p	1
mata	mët	Vcip2p--n-----pn	1
stö	bet	Vcip2p--n-----py	2
stè	bet	Vcip2p--n-----py	2
si	bet	Vcip2s--n-----p	1
sò	bet	Vcip3p--n-----p	2
so	bet	Vcip3p--n-----p	2
nimaio	mët	Vcip3p--y-----p	1
ostane	ostät	Vcip3s--n-----e	1
ma	bet	Vcip3s--n-----p	2
je	bet	Vcip3s--n-----p	2
